country_whitelist,country_blacklist,parents,title,alias 
US,,,Generator Installation/Repair,generatorinstallrepair
,,physicians,Geneticists,geneticists
,,restaurants,Georgian,georgian
DE,,,Georgian,georgian
PL,,,Georgian,georgian
CH,,,Georgian,georgian
US,,,Georgian,georgian
FI,,,Georgian,georgian
AT,,,Georgian,georgian
CZ,,,Georgian,georgian
GB,,,Georgian,georgian
,,restaurants,German,german
,,physicians,Gerontologists,gerontologist
,,localservices,Gestorias,gestorias
ES,,,Gestorias,gestorias
AR,,,Gestorias,gestorias
MX,,,Gestorias,gestorias
CL,,,Gestorias,gestorias
,,restaurants,Giblets,giblets
TR,,,Giblets,giblets
,,flowers,Gift Shops,giftshops
,PL,,Gift Shops,giftshops
,SG,,Gift Shops,giftshops
,TR,,Gift Shops,giftshops
,,homeservices,Glass & Mirrors,glassandmirrors
,TR,,Glass & Mirrors,glassandmirrors
,,artclasses,Glass Blowing,glassblowing
,CH,,Glass Blowing,glassblowing
,AT,,Glass Blowing,glassblowing
,DE,,Glass Blowing,glassblowing
,,active,Gliding,gliding
DE,,,Gliding,gliding
PL,,,Gliding,gliding
CH,,,Gliding,gliding
PT,,,Gliding,gliding
FR,,,Gliding,gliding
NO,,,Gliding,gliding
SE,,,Gliding,gliding
CZ,,,Gliding,gliding
AT,,,Gliding,gliding
,,food,Mulled Wine,gluhwein
DE,,,Mulled Wine,gluhwein
SE,,,Mulled Wine,gluhwein
CH,,,Mulled Wine,gluhwein
CZ,,,Mulled Wine,gluhwein
AT,,,Mulled Wine,gluhwein
,,restaurants,Gluten-Free,gluten_free
,,active,Go Karts,gokarts
,,shopping,Gold Buyers,goldbuyers
DE,,,Gold Buyers,goldbuyers
CH,,,Gold Buyers,goldbuyers
CA,,,Gold Buyers,goldbuyers
BE,,,Gold Buyers,goldbuyers
US,,,Gold Buyers,goldbuyers
ES,,,Gold Buyers,goldbuyers
NL,,,Gold Buyers,goldbuyers
FR,,,Gold Buyers,goldbuyers
PT,,,Gold Buyers,goldbuyers
IT,,,Gold Buyers,goldbuyers
BR,,,Gold Buyers,goldbuyers
SE,,,Gold Buyers,goldbuyers
AT,,,Gold Buyers,goldbuyers
,,active,Golf,golf
,,auto,Golf Cart Dealers,golfcartdealers
US,,,Golf Cart Dealers,golfcartdealers
CA,,,Golf Cart Dealers,golfcartdealers
,,eventservices,Golf Cart Rentals,golfcartrentals
US,,,Golf Cart Rentals,golfcartrentals
,,sportgoods,Golf Equipment,golfequipment
DE,,,Golf Equipment,golfequipment
AU,,,Golf Equipment,golfequipment
CA,,,Golf Equipment,golfequipment
BE,,,Golf Equipment,golfequipment
NL,,,Golf Equipment,golfequipment
US,,,Golf Equipment,golfequipment
,,fitness,Golf Lessons,golflessons
,DE,,Golf Lessons,golflessons
,MY,,Golf Lessons,golflessons
,TW,,Golf Lessons,golflessons
,CH,,Golf Lessons,golflessons
,CA,,Golf Lessons,golflessons
,IE,,Golf Lessons,golflessons
,HK,,Golf Lessons,golflessons
,TR,,Golf Lessons,golflessons
,FI,,Golf Lessons,golflessons
,SG,,Golf Lessons,golflessons
,BR,,Golf Lessons,golflessons
,AT,,Golf Lessons,golflessons
,PH,,Golf Lessons,golflessons
,,food,Specialty Food,gourmet
,,turkish,Gozleme,gozleme
TR,,,Gozleme,gozleme
,,professional,Graphic Design,graphicdesign
,,restaurants,Greek,greek
,,homeandgarden,Grilling Equipment,grillingequipment
,,localservices,Grill Services,grillservices
DE,,,Grill Services,grillservices
AR,,,Grill Services,grillservices
PL,,,Grill Services,grillservices
CH,,,Grill Services,grillservices
US,,,Grill Services,grillservices
CL,,,Grill Services,grillservices
ES,,,Grill Services,grillservices
PT,,,Grill Services,grillservices
BR,,,Grill Services,grillservices
AT,,,Grill Services,grillservices
MX,,,Grill Services,grillservices
,,food,Grocery,grocery
,,petservices,Pet Groomers,groomer
,,homeservices,Grout Services,groutservices
,FR,,Grout Services,groutservices
,,restaurants,Guamanian,guamanian
,AR,,Guamanian,guamanian
,PL,,Guamanian,guamanian
,JP,,Guamanian,guamanian
,CL,,Guamanian,guamanian
,FR,,Guamanian,guamanian
,MX,,Guamanian,guamanian
,TR,,Guamanian,guamanian
,,hotelstravel,Guest Houses,guesthouses
,SG,,Guest Houses,guesthouses
,,musicinstrumentservices,Guitar Stores,guitarstores
,,active,Gun/Rifle Ranges,gun_ranges
,BE,,Gun/Rifle Ranges,gun_ranges
,SG,,Gun/Rifle Ranges,gun_ranges
,AT,,Gun/Rifle Ranges,gun_ranges
,CH,,Gun/Rifle Ranges,gun_ranges
,,shopping,Guns & Ammo,guns_and_ammo
DE,,,Guns & Ammo,guns_and_ammo
AR,,,Guns & Ammo,guns_and_ammo
MY,,,Guns & Ammo,guns_and_ammo
PL,,,Guns & Ammo,guns_and_ammo
CH,,,Guns & Ammo,guns_and_ammo
CA,,,Guns & Ammo,guns_and_ammo
US,,,Guns & Ammo,guns_and_ammo
CL,,,Guns & Ammo,guns_and_ammo
ES,,,Guns & Ammo,guns_and_ammo
PT,,,Guns & Ammo,guns_and_ammo
AT,,,Guns & Ammo,guns_and_ammo
PH,,,Guns & Ammo,guns_and_ammo
MX,,,Guns & Ammo,guns_and_ammo
,,localservices,Gunsmith,gunsmith
,DE,,Gunsmith,gunsmith
,TW,,Gunsmith,gunsmith
,CH,,Gunsmith,gunsmith
,BE,,Gunsmith,gunsmith
,JP,,Gunsmith,gunsmith
,NL,,Gunsmith,gunsmith
,HK,,Gunsmith,gunsmith
,TR,,Gunsmith,gunsmith
,BR,,Gunsmith,gunsmith
,AT,,Gunsmith,gunsmith
,,homeservices,Gutter Services,gutterservices
,AR,,Gutter Services,gutterservices
,MX,,Gutter Services,gutterservices
,,active,Gymnastics,gymnastics
DK,,,Gymnastics,gymnastics
CA,,,Gymnastics,gymnastics
US,,,Gymnastics,gymnastics
PT,,,Gymnastics,gymnastics
NO,,,Gymnastics,gymnastics
BR,,,Gymnastics,gymnastics
CZ,,,Gymnastics,gymnastics
NZ,,,Gymnastics,gymnastics
MX,,,Gymnastics,gymnastics
,,fitness,Gyms,gyms
,,donburi,Gyudon,gyudon
JP,,,Gyudon,gyudon
,,health,Habilitative Services,habilitativeservices
,,chinese,Hainan,hainan
SG,,,Hainan,hainan
MY,,,Hainan,hainan
US,,,Hainan,hainan
PH,,,Hainan,hainan
HK,,,Hainan,hainan
,,beautysvc,Hair Salons,hair
,,beautysvc,Hair Extensions,hair_extensions
,,hair,Hair Extensions,hair_extensions
,PL,,Hair Extensions,hair_extensions
,BE,,Hair Extensions,hair_extensions
,NL,,Hair Extensions,hair_extensions
,HK,,Hair Extensions,hair_extensions
,TR,,Hair Extensions,hair_extensions
,,beautysvc,Hair Loss Centers,hairloss
,,beautysvc,Hair Removal,hairremoval
,,hair,Hair Stylists,hairstylists
DE,,,Hair Stylists,hairstylists
PL,,,Hair Stylists,hairstylists
DK,,,Hair Stylists,hairstylists
AU,,,Hair Stylists,hairstylists
CA,,,Hair Stylists,hairstylists
CH,,,Hair Stylists,hairstylists
BE,,,Hair Stylists,hairstylists
HK,,,Hair Stylists,hairstylists
NO,,,Hair Stylists,hairstylists
CZ,,,Hair Stylists,hairstylists
SG,,,Hair Stylists,hairstylists
AR,,,Hair Stylists,hairstylists
TW,,,Hair Stylists,hairstylists
US,,,Hair Stylists,hairstylists
ES,,,Hair Stylists,hairstylists
CL,,,Hair Stylists,hairstylists
NL,,,Hair Stylists,hairstylists
PT,,,Hair Stylists,hairstylists
IE,,,Hair Stylists,hairstylists
SE,,,Hair Stylists,hairstylists
AT,,,Hair Stylists,hairstylists
GB,,,Hair Stylists,hairstylists
MX,,,Hair Stylists,hairstylists
,,caribbean,Haitian,haitian
US,,,Haitian,haitian
CA,,,Haitian,haitian
,,chinese,Hakka,hakka
SG,,,Hakka,hakka
MY,,,Hakka,hakka
TW,,,Hakka,hakka
CA,,,Hakka,hakka
PH,,,Hakka,hakka
HK,,,Hakka,hakka
,,restaurants,Halal,halal
,PT,,Halal,halal
,TR,,Halal,halal
,,health,Halfway Houses,halfwayhouses
US,,,Halfway Houses,halfwayhouses
,,health,Halotherapy,halotherapy
,FR,,Halotherapy,halotherapy
,,active,Handball,handball
,DE,,Handball,handball
,AU,,Handball,handball
,CA,,Handball,handball
,HK,,Handball,handball
,CZ,,Handball,handball
,NZ,,Handball,handball
,SG,,Handball,handball
,MY,,Handball,handball
,TW,,Handball,handball
,US,,Handball,handball
,PT,,Handball,handball
,IE,,Handball,handball
,TR,,Handball,handball
,PH,,Handball,handball
,GB,,Handball,handball
,MX,,Handball,handball
,,japanese,Hand Rolls,handrolls
TW,,,Hand Rolls,handrolls
BR,,,Hand Rolls,handrolls
,,homeservices,Handyman,handyman
,,active,Hang Gliding,hanggliding
,DE,,Hang Gliding,hanggliding
,MY,,Hang Gliding,hanggliding
,PL,,Hang Gliding,hanggliding
,TW,,Hang Gliding,hanggliding
,DK,,Hang Gliding,hanggliding
,CA,,Hang Gliding,hanggliding
,NL,,Hang Gliding,hanggliding
,IE,,Hang Gliding,hanggliding
,HK,,Hang Gliding,hanggliding
,TR,,Hang Gliding,hanggliding
,FI,,Hang Gliding,hanggliding
,SG,,Hang Gliding,hanggliding
,CZ,,Hang Gliding,hanggliding
,PH,,Hang Gliding,hanggliding
,GB,,Hang Gliding,hanggliding
,,homeandgarden,Hardware Stores,hardware
,,fashion,Hats,hats
,PL,,Hats,hats
,CH,,Hats,hats
,JP,,Hats,hats
,IE,,Hats,hats
,HK,,Hats,hats
,TR,,Hats,hats
,SE,,Hats,hats
,AT,,Hats,hats
,GB,,Hats,hats
,,arts,Haunted Houses,hauntedhouses
,,restaurants,Hawaiian,hawaiian
,AU,,Hawaiian,hawaiian
,DK,,Hawaiian,hawaiian
,CZ,,Hawaiian,hawaiian
,PT,,Hawaiian,hawaiian
,TR,,Hawaiian,hawaiian
,,food,Hawker Centre,hawkercentre
TW,,,Hawker Centre,hawkercentre
MY,,,Hawker Centre,hawkercentre
AR,,,Hawker Centre,hawkercentre
CL,,,Hawker Centre,hawkercentre
HK,,,Hawker Centre,hawkercentre
PH,,,Hawker Centre,hawkercentre
SG,,,Hawker Centre,hawkercentre
MX,,,Hawker Centre,hawkercentre
,,localservices,Hazardous Waste Disposal,hazardouswastedisposal
,DE,,Hazardous Waste Disposal,hazardouswastedisposal
,MY,,Hazardous Waste Disposal,hazardouswastedisposal
,CH,,Hazardous Waste Disposal,hazardouswastedisposal
,JP,,Hazardous Waste Disposal,hazardouswastedisposal
,PT,,Hazardous Waste Disposal,hazardouswastedisposal
,FR,,Hazardous Waste Disposal,hazardouswastedisposal
,HK,,Hazardous Waste Disposal,hazardouswastedisposal
,TR,,Hazardous Waste Disposal,hazardouswastedisposal
,BR,,Hazardous Waste Disposal,hazardouswastedisposal
,SE,,Hazardous Waste Disposal,hazardouswastedisposal
,CZ,,Hazardous Waste Disposal,hazardouswastedisposal
,AT,,Hazardous Waste Disposal,hazardouswastedisposal
,PH,,Hazardous Waste Disposal,hazardouswastedisposal
,,shopping,Head Shops,headshops
,,,Health & Medical,health
,,health,Health Coach,healthcoach
,,health,Health Insurance Offices,healthinsurance
DE,,,Health Insurance Offices,healthinsurance
PL,,,Health Insurance Offices,healthinsurance
AU,,,Health Insurance Offices,healthinsurance
CH,,,Health Insurance Offices,healthinsurance
US,,,Health Insurance Offices,healthinsurance
BE,,,Health Insurance Offices,healthinsurance
PT,,,Health Insurance Offices,healthinsurance
FR,,,Health Insurance Offices,healthinsurance
BR,,,Health Insurance Offices,healthinsurance
CZ,,,Health Insurance Offices,healthinsurance
NZ,,,Health Insurance Offices,healthinsurance
AT,,,Health Insurance Offices,healthinsurance
SG,,,Health Insurance Offices,healthinsurance
MX,,,Health Insurance Offices,healthinsurance
,,gourmet,Health Markets,healthmarkets
,,hotelstravel,Health Retreats,healthretreats
,AR,,Health Retreats,healthretreats
,MX,,Health Retreats,healthretreats
,,fitness,Trainers,healthtrainers
,,health,Hearing Aids,hearing_aids
DE,,,Hearing Aids,hearing_aids
AR,,,Hearing Aids,hearing_aids
PL,,,Hearing Aids,hearing_aids
CH,,,Hearing Aids,hearing_aids
DK,,,Hearing Aids,hearing_aids
CL,,,Hearing Aids,hearing_aids
ES,,,Hearing Aids,hearing_aids
FR,,,Hearing Aids,hearing_aids
PT,,,Hearing Aids,hearing_aids
FI,,,Hearing Aids,hearing_aids
NO,,,Hearing Aids,hearing_aids
BR,,,Hearing Aids,hearing_aids
AT,,,Hearing Aids,hearing_aids
CZ,,,Hearing Aids,hearing_aids
MX,,,Hearing Aids,hearing_aids
,,health,Hearing Aid Providers,hearingaidproviders
,DE,,Hearing Aid Providers,hearingaidproviders
,AR,,Hearing Aid Providers,hearingaidproviders
,CH,,Hearing Aid Providers,hearingaidproviders
,JP,,Hearing Aid Providers,hearingaidproviders
,CL,,Hearing Aid Providers,hearingaidproviders
,ES,,Hearing Aid Providers,hearingaidproviders
,HK,,Hearing Aid Providers,hearingaidproviders
,TR,,Hearing Aid Providers,hearingaidproviders
,SE,,Hearing Aid Providers,hearingaidproviders
,AT,,Hearing Aid Providers,hearingaidproviders
,CZ,,Hearing Aid Providers,hearingaidproviders
,MX,,Hearing Aid Providers,hearingaidproviders
,,chinese,Henghwa,henghwa
TW,,,Henghwa,henghwa
MY,,,Henghwa,henghwa
SG,,,Henghwa,henghwa
HK,,,Henghwa,henghwa
,,eventservices,Henna Artists,hennaartists
DE,,,Henna Artists,hennaartists
AU,,,Henna Artists,hennaartists
CH,,,Henna Artists,hennaartists
US,,,Henna Artists,hennaartists
DK,,,Henna Artists,hennaartists
CA,,,Henna Artists,hennaartists
FR,,,Henna Artists,hennaartists
IT,,,Henna Artists,hennaartists
NO,,,Henna Artists,hennaartists
BR,,,Henna Artists,hennaartists
NZ,,,Henna Artists,hennaartists
AT,,,Henna Artists,hennaartists
,,physicians,Hepatologists,hepatologists
,,health,Herbal Shops,herbalshops
,,gourmet,Herbs & Spices,herbsandspices
,,german,Hessian,hessian
DE,,,Hessian,hessian
,,restaurants,Heuriger,heuriger
AT,,,Heuriger,heuriger
,,shopping,High Fidelity Audio Equipment,hifi
,CZ,,High Fidelity Audio Equipment,hifi
,,education,Middle Schools & High Schools,highschools
,,active,Hiking,hiking
,,restaurants,Himalayan/Nepalese,himalayan
,,religiousorgs,Hindu Temples,hindu_temples
,,tours,Historical Tours,historicaltours
,,restaurants,Hong Kong Style Cafe,hkcafe
TW,,,Hong Kong Style Cafe,hkcafe
HK,,,Hong Kong Style Cafe,hkcafe
US,,,Hong Kong Style Cafe,hkcafe
CA,,,Hong Kong Style Cafe,hkcafe
,,shopping,Hobby Shops,hobbyshops
,,sportgoods,Hockey Equipment,hockeyequipment
,,chinese,Hokkien,hokkien
TW,,,Hokkien,hokkien
MY,,,Hokkien,hokkien
SG,,,Hokkien,hokkien
HK,,,Hokkien,hokkien
,,homeandgarden,Holiday Decorations,holidaydecorations
,,homeservices,Home Inspectors,home_inspectors
,,homeservices,Home Organization,home_organization
US,,,Home Organization,home_organization
CA,,,Home Organization,home_organization
,,shopping,Home & Garden,homeandgarden
,,localservices,Appliances & Repair,homeappliancerepair
,,homeservices,Home Automation,homeautomation
,,homeservices,Home Cleaning,homecleaning
,,homeandgarden,Home Decor,homedecor
,,realestate,Home Developers,homedevelopers
,AR,,Home Developers,homedevelopers
,BR,,Home Developers,homedevelopers
,CL,,Home Developers,homedevelopers
,MX,,Home Developers,homedevelopers
,IT,,Home Developers,homedevelopers
,,homeservices,Home Energy Auditors,homeenergyauditors
DE,,,Home Energy Auditors,homeenergyauditors
PL,,,Home Energy Auditors,homeenergyauditors
DK,,,Home Energy Auditors,homeenergyauditors
CH,,,Home Energy Auditors,homeenergyauditors
CA,,,Home Energy Auditors,homeenergyauditors
AU,,,Home Energy Auditors,homeenergyauditors
BE,,,Home Energy Auditors,homeenergyauditors
FI,,,Home Energy Auditors,homeenergyauditors
NO,,,Home Energy Auditors,homeenergyauditors
NZ,,,Home Energy Auditors,homeenergyauditors
SG,,,Home Energy Auditors,homeenergyauditors
MY,,,Home Energy Auditors,homeenergyauditors
US,,,Home Energy Auditors,homeenergyauditors
ES,,,Home Energy Auditors,homeenergyauditors
NL,,,Home Energy Auditors,homeenergyauditors
FR,,,Home Energy Auditors,homeenergyauditors
PT,,,Home Energy Auditors,homeenergyauditors
IE,,,Home Energy Auditors,homeenergyauditors
SE,,,Home Energy Auditors,homeenergyauditors
AT,,,Home Energy Auditors,homeenergyauditors
PH,,,Home Energy Auditors,homeenergyauditors
GB,,,Home Energy Auditors,homeenergyauditors
,,health,Home Health Care,homehealthcare
,,insurance,Home & Rental Insurance,homeinsurance
,,nonprofit,Homeless Shelters,homelessshelters
US,,,Homeless Shelters,homelessshelters
,,turkish,Homemade Food,homemadefood
TR,,,Homemade Food,homemadefood
,,homeservices,Home Network Installation,homenetworkinstall
DE,,,Home Network Installation,homenetworkinstall
CH,,,Home Network Installation,homenetworkinstall
DK,,,Home Network Installation,homenetworkinstall
US,,,Home Network Installation,homenetworkinstall
BE,,,Home Network Installation,homenetworkinstall
ES,,,Home Network Installation,homenetworkinstall
NL,,,Home Network Installation,homenetworkinstall
PT,,,Home Network Installation,homenetworkinstall
FI,,,Home Network Installation,homenetworkinstall
NO,,,Home Network Installation,homenetworkinstall
BR,,,Home Network Installation,homenetworkinstall
SE,,,Home Network Installation,homenetworkinstall
CZ,,,Home Network Installation,homenetworkinstall
AT,,,Home Network Installation,homenetworkinstall
,,physicians,Homeopathic,homeopathic
,TW,,Homeopathic,homeopathic
,AU,,Homeopathic,homeopathic
,CA,,Homeopathic,homeopathic
,US,,Homeopathic,homeopathic
,IE,,Homeopathic,homeopathic
,HK,,Homeopathic,homeopathic
,TR,,Homeopathic,homeopathic
,NZ,,Homeopathic,homeopathic
,SG,,Homeopathic,homeopathic
,GB,,Homeopathic,homeopathic
,,realestate,Homeowner Association,homeownerassociation
PL,,,Homeowner Association,homeownerassociation
CZ,,,Homeowner Association,homeownerassociation
US,,,Homeowner Association,homeownerassociation
,,,Home Services,homeservices
,,realestate,Home Staging,homestaging
,BR,,Home Staging,homestaging
,CZ,,Home Staging,homestaging
,ES,,Home Staging,homestaging
,PT,,Home Staging,homestaging
,FR,,Home Staging,homestaging
,,homeservices,Home Theatre Installation,hometheatreinstallation
,DK,,Home Theatre Installation,hometheatreinstallation
,CZ,,Home Theatre Installation,hometheatreinstallation
,,homeservices,Home Window Tinting,homewindowtinting
AU,,,Home Window Tinting,homewindowtinting
CA,,,Home Window Tinting,homewindowtinting
BE,,,Home Window Tinting,homewindowtinting
US,,,Home Window Tinting,homewindowtinting
NL,,,Home Window Tinting,homewindowtinting
IE,,,Home Window Tinting,homewindowtinting
PT,,,Home Window Tinting,homewindowtinting
NZ,,,Home Window Tinting,homewindowtinting
SG,,,Home Window Tinting,homewindowtinting
GB,,,Home Window Tinting,homewindowtinting
,,restaurants,Honduran,honduran
,JP,,Honduran,honduran
,TR,,Honduran,honduran
,,food,Honey,honey
DE,,,Honey,honey
PL,,,Honey,honey
US,,,Honey,honey
FR,,,Honey,honey
